,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,video_Address,publishedAt_specific_date
1931,wj84yNv7F1w,더본코리아 대표이자 방송인 유튜버 백종원의 인생,2020-10-03 06:32:31,UC5Znk83wpDdporFLdDWHARQ,당신이 몰랐던 이야기,24,2020-10-12 00:00:00,백종원|더본코리아|골목식당|맛남의 광장|당신이 몰랐던 이야기|당몰이,1272435,8513,674,1860,https://i.ytimg.com/vi/wj84yNv7F1w/default.jpg,False,False,당신이 몰랐던 이야기 구독하기!:http://bitly.kr/gvgP2ge[당몰이]영화와 드라마채널 구독 : http://bitly.kr/9ZMn5rn9m8G[당몰이]동물 곤충 식물 채널 구독:https://bit.ly/336jawn#백종원 #더본코리아 #골목식당 #맛남의광장 #당신이몰랐던이야기 #당몰이,https://www.youtube.com/watch?v=wj84yNv7F1w,2020-10-03
1940,xsJtlzovCfE,초아 Dynamite - BTS (cover by CHOA) | 다이너마이트 - 방탄소년단 (초아 커버),2020-10-03 11:00:12,UCUiPZ8bEaaMu82iQN9ryf5Q,초아 CHOA,24,2020-10-11 00:00:00,[None],1824314,105008,1261,8959,https://i.ytimg.com/vi/xsJtlzovCfE/default.jpg,False,False,"원곡 : BTS작사, 작곡 : David Stewart, Jessica Agombar #초아 #CHOA #Dynamite",https://www.youtube.com/watch?v=xsJtlzovCfE,2020-10-03
1941,PwqW2hF-YQc,여자들이 이등병이 되어본다면? 남자들 병장 싱크로율 실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋ,2020-10-03 11:00:26,UC9kUsuu1Giqa9V855EWa7-A,핫도그 스튜디오 [ HOTDOG STUDIO ],24,2020-10-11 00:00:00,핫도그스튜디오|스튜디오|핫도그|권기동|정재열|박현서|강제희|군대|군인|이등병|꿀잼|유머|상황극,629319,8639,346,1191,https://i.ytimg.com/vi/PwqW2hF-YQc/default.jpg,False,False,"여자들이 이등병이 되어본다면? 남자들 병장 싱크로율 실화냐 ㅋㅋㅋㅋㅋㅋㅋㅋ-Instagram (기동,현서,제희,Official)https://www.instagram.com/kj_93/https://www.instagram.com/natalia.park_/?hl=kohttps://www.instagram.com/jhjh_0405/?hl=kohttps://www.instagram.com/hotdog_studio/?hl=ko-Face book (기동,재열,Official)https://www.facebook.com/hotdogKDhttps://www.facebook.com/profile.php?id=100001718120320https://www.facebook.com/studiohotdog/🎵Music provided by 브금대통령🎵Track : 조별과제 - https://youtu.be/wLuWmPrJkSk🎵Track : 널 만나러 가는길 - https://youtu.be/F71EcRblej0🎵Track : Black Comedy - https://youtu.be/gHlSF3VpB9U🎵Track : 몰래몰래 - https://youtu.be/H2_mQJOa6n4🎵Track : 백수의 하루 - https://youtu.be/H62OF6OVeHQ🎵Track : 심심해 - https://youtu.be/IVkaxURLuUw🎵Track : Some Vintage Mood - https://youtu.be/5kGEyvMUXM4🎵Track : 갑자기 멍때리기 - https://youtu.be/TdQYTw-jhw8",https://www.youtube.com/watch?v=PwqW2hF-YQc,2020-10-03
1942,u2s2mNLGejc,#나훈아 가황이 돌아왔다! '2020년 나훈아 콘서트-대한민국 어게인' 역대급 무대 전격리뷰[조용갑의 해설방송]#나훈아 #나훈아_콘서트 #대한민국_어게인,2020-10-03 11:32:42,UCGEnF364gHB5y6me8eA4gsQ,T.O.P Entertainment,22,2020-10-11 00:00:00,김광석|어느노부부|임영웅|미스터트롯|미스트롯|송가인|김호중|영탁|정동원|임영웅 어느노부부|조용갑|펜텀싱어|팬텀싱어|테너조용갑|성악가조용갑|오페라|팬텀싱어3|호중장르|이찬원|트바로티|고맙소|천상재회|천년의사랑|그대향한사랑|태클을걸지마|할무니|나보다더사랑해요|바람남|무읽남|행복을주는사람|때|나의사람아|무정부르스|초혼|너나나나|무인도|님의등불|사랑아|Myway|어느60대노부부|낭만에대하여|보이스트롯|장희빈|김동규|바리톤김동규|성악유투버|테너유투버|임영웅어느노부부|#임영웅|#김광석|#트로트|바램|노사연|#노사연|울면서후회하네|#울면서후회하네|주현미|#주현미|보라빛엽서|#보라빛엽서|설운도|#설운도|#배신자|이미자|노래는나의인생|노래는_나의인생|#노래는_나의인생|#노래는나의인생|잃어버린30년|#잃어버린30년|세월베고|구름한조각|세월베고_길게_누운_구름_한_조각|테스형|영영|고향으로_가는배|고향역|나훈아_콘서트|나훈아2020콘서트|대한민국어게인|대한민국_어게인|#나훈아|#나훈아콘서트,345069,8329,400,519,https://i.ytimg.com/vi/u2s2mNLGejc/default.jpg,False,False,"[2020년 나훈아 콘서트 - 대한민국 어게인]의 무대는 어땠을까?국민에게 희망과 감동을 선사한 화제의 무대, 조용갑의 리뷰로 함께 보실까요?#나훈아 #나훈아_콘서트 #대한민국_어게인#나훈아_2020_콘서트-----------------------------------------------------------------------'조용갑의 해설방송'은 시리즈 프로그램으로써 평소에 방송이나 공연 무대를 보며 궁금했던 부분들을오페라스타의 멘토 및 심사위원 테너 조용갑이 콕콕 찝어서 설명하는 고품격 음악분석 방송입니다.시작은 팬텀싱어 방송부터 기획 되었지만앞으로 다른 음악 프로그램 리뷰들도 하나씩 준비하여 여러분들을 찾아 뵙도록 하겠습니다.좋은 방송으로 찾아 뵙겠습니다.구독과 좋아요는 큰 힘이 됩니다!!공연&강연 T.O.P Entertainment010-2090-7880http://www.topartisti.com/조용갑 성악스쿨010-2994-7880http://topvocal.co.kr/",https://www.youtube.com/watch?v=u2s2mNLGejc,2020-10-03
1945,Ofq2Kxk7yQo,어몽어스 애니메이션 5화 AMONG US ANIMATION EP5,2020-10-03 20:25:50,UCnZElxTSm5sl-2mTX9zjEQg,ONTHECAT 온더캣,1,2020-10-11 00:00:00,[None],653957,12716,224,2904,https://i.ytimg.com/vi/Ofq2Kxk7yQo/default.jpg,False,False,안녕하세요! 오랜만입니다. 추석은 잘 보내셨나요?저는 추석 기념으로 젤다 야숨하느라 바빠서 5화를 평소보다 좀 늦게 올린거같네요... 죄송합니다.이제 거의 다 끝났군요. 다음 화가 마지막 화가 아닐까 합니다.....어쨌든 오늘도 즐겁게 봐주시고 재밌으셨다면 구독으로 와드박고 6화를 기다려주세요!,https://www.youtube.com/watch?v=Ofq2Kxk7yQo,2020-10-03
1949,D-tKOKEKle4,이해하면 무서운 이야기 26 [이무이][시리즈][오싹툰][림툰],2020-10-04 01:10:31,UC5IRvBJPLTMF4-FhyVmbBbQ,림툰_limtoon,1,2020-10-11 00:00:00,공포툰|무서운이야기|오싹툰|소름|소름돋는이야기|소름툰|이해하면무서운이야기|이무이|이해하면무서운|공포썰|무서운썰|영상툰|공포|무서운|괴담|무서운애니|애니메이션|공포애니|공포 애니,236925,4070,175,671,https://i.ytimg.com/vi/D-tKOKEKle4/default.jpg,False,False,"벌써 10월이네요.오늘도 시청해 주셔서 감사합니다.👐----------------------------------------------------------안녕하세요.공포/괴담을 주제로 영상툰을 만드는 림툰입니다.여러분의 다양한 괴담을 적어서 보내주세요!무서운이야기나 소름돋거나 오싹한 이야기 전부 환영입니다.채택 시 영상툰으로 제작해드리며 내용은 조금씩 각색될 수 있습니다💛(영상툰으로 제작된 이야기는 삭제가 불가합니다.)👉무서운 이야기 제보 https://forms.gle/xNiYRBr4rs7dx6bv9----------------------------------------------------------*림툰 영상의 모든 저작권은 림툰에게 있으며,무단 재업로드 및 저작권 위반 사항은 법적 책임을 지실 수 있습니다.----------------------------------------------------------#이무이 #무서운이야기 #이해하면무서운이야기 #공포툰 #영상툰----------------------------------------------------------※ BGM정보Artist : ErikMMusicTitle : Moonlit ChambersYouTube : https://youtu.be/CHdceLk77VEMusic provided & Video production by [June AB] Free BGMWatch : https://youtu.be/qTqiw1ruutg----------------------------------------------------------",https://www.youtube.com/watch?v=D-tKOKEKle4,2020-10-04
1950,MzCxoZHdGgc,"묻어놨던 썰들, 유이의 걱정 '가짜사나이 EP.1 리뷰'",2020-10-04 03:00:02,UC2o_y872S6YvaO1K8EYnoxg,조재원,23,2020-10-13 00:00:00,[None],1522035,21682,1838,4399,https://i.ytimg.com/vi/MzCxoZHdGgc/default.jpg,False,False,조재원 유튜브 구독!BGM 정보 [BGM Factory]https://bgmfactory.com,https://www.youtube.com/watch?v=MzCxoZHdGgc,2020-10-04
1953,aMdhkstV05o,나훈아와 후배들의 미니콘서트 《 고향 》 김연자 장윤정 금잔디 신유 양지원 최유나 박진도 정다한 장태희 / 고향역 고향으로가는배 머나먼고향 너와나의고향 / 고향 향수에 젖어듭니다,2020-10-04 05:20:28,UCO0yyHfnQ51TOZcnskBZpGQ,뮤직월드 Music World,10,2020-10-11 00:00:00,나훈아|너훈아|나운하|콘서트|고향열차|고향노래|장윤정|김연자|신유|양지원|최유나|박진도|정다한|장태희,520857,7241,379,379,https://i.ytimg.com/vi/aMdhkstV05o/default.jpg,False,False,"가황 나훈아와 함께 떠나는 고향열차// 김연자 장윤정 금잔디 신유 양지원 최유나 박진도 정다한 장태희 // 고향의 향수에 젖어듭니다 / 눈물주의 / 눈물샘 자극========= 세트리스트 ============1. 나훈아 고향역2. 김연자 눈물젖은두만강3. 나훈아 고향으로가는배4. 양지원 녹슬은기찻길5. 나훈아 머나먼고향6. 신유 고향무정7. 나훈아 너와나의고향8. 금잔디 유정천리9. 최유나 꿈에본내고향10. 장윤정 목포행완행열차11. 박진도 통일열차12. 정다한 고향친구13. 장태희 고향오빠==================================* 좋아요 와 구독 부탁드립니다. 감사합니다.더 좋은 콘텐츠 제작에 큰 도움이 됩니다.----------------------------------------------------* 부산MBC 홈페이지 https://www.busanmbc.co.kr-------------------------------------------------* 부산MBC 유튜브 http://bit.ly/2Xhtdgt==========================#나훈아 #나훈아콘서트 #고향노래모음#뮤직월드 #부산MBC뮤직월드 #부산MBC콘서트운전할때 듣는 음악, 기분전환할때 음악, 기쁠때 음악, 신나는음악, 외로울때 음악,",https://www.youtube.com/watch?v=aMdhkstV05o,2020-10-04
1956,73vPS_ZSKH4,넬 - 기억을 걷는시간 [장범준] 반지하노래방,2020-10-04 06:57:31,UCjwCsj-axFNcxnv3yzV22WQ,장범준,10,2020-10-12 00:00:00,#장범준|#버스커버스커,429871,8044,75,615,https://i.ytimg.com/vi/73vPS_ZSKH4/default.jpg,False,False,슈퍼챗은 좀 더 재밋는 컨텐츠를 위해 모아놓겠습니다~!신청곡은 받지만 실시간으로는 아는 노래만 가능하구요댓글하고 실시간 채팅 다시보기로 본다음 다음주에 연습좀해서 제가 들려드릴수있는 좋은 키로 준비하겠습니다.일단 금요일쯤 만나요~!,https://www.youtube.com/watch?v=73vPS_ZSKH4,2020-10-04
1959,6XvCJzNhBeo,"동파육 : 사르륵 녹아내리는 극강의 부드러움! 중국 항저우 정통 레시피로 도전!!! (東坡肉, Dong Po Rou)",2020-10-04 08:00:10,UC0VR2v4TZeGcOrZHnmwbU_Q,육식맨,24,2020-10-11 00:00:00,요리|레시피|육식|고기|육식맨|동파육|중국요리|東坡肉|Dong Po Rou|소동파|이연복|목란|Dong Po Pork,752659,12867,261,2469,https://i.ytimg.com/vi/6XvCJzNhBeo/default.jpg,False,False,"돼지 1500g 기준[1단계]대파 1대팔각 2개[3단계]대파 3대생강 한 주먹간장 100ml노추 50ml사오싱주 200ml물 1200ml팔각 3개오향분 1티스푼흑설탕 100gChinese style BGM by PeriTunehttps://peritune.com/https://youtu.be/4Vp_brsz8zA[[[자주 받는 질문들]]][육식맨 채널 소개]고기없이 못 사는 육식주의자를 위한 본격 육식 요리 채널!!!평범한 아파트 가정집에서 평범하지 않은 고기 요리에 도전합니다!메뉴 선정, 식자재 준비, 요리, 촬영, 영상 편집 모든 과정을 혼자서 직접합니다.유튜브 외 소셜 미디어를 운영하지 않으며특히 페이스북의 모든 영상은 무단도용(불펌)이니 신고와 제보를 부탁드립니다.[육식맨 영상의 4대 목표]◇ 참 보기 좋고 먹어 보고 싶은 육식◇ 군더더기, 시간 낭비 없이 깔끔한 영상 편집◇ 진실되고 담백한 리액션◇ 꽤 도움이 되며 부담스럽지 않은 요리 정보[중요한 질문은 꼭 새 댓글로]대댓글(댓글의 답글)은 알림이 오지 않아서 제가 일일이 체크할 수가 없습니다.관리자 화면에 새 댓글이 빠짐없이 정렬되는 메뉴가 있어서 그거는 수시로 보고 있어요. 옛날 영상의 댓글도 다 나옵니다.그런데 영상 업로드 당일에는 댓글이 수백개가 집중적으로 등록되어서 체크가 어렵습니다. 가능한 다 읽고 답변하려고 하지만 수많은 댓글로 웹 페이지가 너무 길게 늘어나서 구글 크롬 브라우저가 소화를 못하는 거라 물리적 한계가 있습니다.꼭 답변 필요하신 조리 질문은 대댓글 말고 새 댓글로, 업로드 당일이 아닌 날에 남겨주세요~[수비드란?]https://cafe.naver.com/svcook/130[수비드 머신]제 생각에 수비드는 아직 보급화가 덜 돼서 가격만큼 성능이 아닌 거 같습니다. 시작은 저렴한 걸로 쓰다가 아쉬움을 느끼시면 업그레이드 하시길 추천드릴게요.가정용 가성비 기종 https://bit.ly/2tpwmMX업소용 대형 기종 https://bit.ly/2TWBRgO수비드 컨테이터 https://bit.ly/2B3jmkp곰솥 냄비, 철제 양동이 쓰셔도 됩니다.[수비드 온도와 시간은 어떻게 정하나요?]수비드 시간표 검색하면 진짜 많이 나옵니다.https://bit.ly/2WPapU7거기에 해외 유튜브 영상들 검색한 뒤 참고해서 정하고 있습니다.[수비드 음식 보관]수비드는 조리가 된 음식이기 때문에 며칠 먹을 수 있냐는 질문은 그냥 프라이팬 구워 먹다가 남은 거를 냉장고에 며칠 둘 거냐라는 질문하고 같은 격입니다. 저는 고기 남으면 냉장고 3,4일은 두었다가 데워먹는 경우가 종종 있는데 수비드도 같습니다.다만! 수비드라는 조리방식 자체가 레스토랑에서 육류 식자재를 효율적으로 관리하고 균일한 음식을 빠르고 간편하게 내기 위해 '보관 용이'를 핵심 가치로 개발된 측면이 있거든요.대량 수비드 (큰 덩어리 고기) → 1인분으로 잘라서 소분 진공 포장 → 냉동 보관 → 그날 팔릴 개수 예측해서 '수비드 해동(재가열)' → 남으면 다시 냉동이렇게 수비드는 진공 냉장/냉동 보관 후 수비드 재가열하는 것이 상당히 자유로운 조리법이에요. 한 달 치 고기를 한번에 조리하는 것도 가능하겠죠. 레스토랑에서 한 달 전 얼린 고기를 낸다고 생각하면 별로이긴 하지만, 수비드는 그래도 되는 조리법이긴 합니다.먹다가 남은 것을 재포장하는 경우는 재가열 해당이 아닙니다. 공기 노출도 많았고 침 같은 것도 묻었을 테니까 그냥 냉장고에 두고 3,4일 안에 드시면 됩니다. 전자레인지 데우면 여전히 부드럽고 맛있습니다.수비드 재가열 전문적인 블로그 : https://bit.ly/2tp4fgR[수비드를 밥솥으로 할 수 있나요?]밥솥 기종에 따라서, 온도에 따라서 성공 사례가 있는 건 알고 있지만수비드 머신과 같은 물의 순환 기능이 없고 섬세한 온도 조절도 불가능 하기 때문에 원칙적으로는 되지 않습니다.특히 집집마다 밥솥이 브랜드, 연식, 기능이 너무 달라서 수만명이 시청하실 영상을 제작하는 것은 불가능 합니다.[수비드 전기세]2~3시간 짧은 수비드는 전기세 체감하기 어렵고12~24시간 장시간 수비드는 1회 500~1,000원은 나오는 거 같습니다.[진공포장기]https://bit.ly/2CGcQRi백만원 넘는 순간진공포장기(챔버형)를 사용하지 않는 이상, 20만원짜리 푸드세이버나 3만원짜리 중소기업 제품이나 진공포장의 품질은 비슷하다고 생각합니다.수비드를 자주 해도 의외로 진공포장보다는 지퍼락을 많이 사용합니다.[각종 제품 링크]구리팬 : https://bit.ly/3886R1o스탠팬 : https://bit.ly/386rtqW무쇠팬 : https://bit.ly/2waryN3오븐 : LG 광파오븐 32L전기 레인지 : https://bit.ly/2XLzQ89부처 나이프 : https://bit.ly/2AUjlzg셰프 나이프 세트 : https://bit.ly/38QkvrJ (비매품이라 정보만 링크)대형 도마 : https://bit.ly/2Pw2ffk가위 집게 : https://bit.ly/2XmfKlT앞치마 : https://bit.ly/2zDSXZT[오븐 고르기]혹시 주방이나 설비가 허락되시는 분은 가능한 컨벡션 오븐, 가스 오븐, 대형 기종을 구입하세요. 오븐 요리는 배우면 배울수록 재미를 붙이면 붙일수록 큰 요리를 하게 됩니다.[오븐 요리를 에어프라이어로 할 수 있나요?]- 기종마다 크기와 디자인이 제각각이고 - 열파이프와 음식의 거리가 가까워서- 오븐과 달리 강한 열풍이 돌기 때문에오븐 레시피와 같을 수 없습니다. 하지만 심부 온도계가 있다면 원리상으로는 충분히 가능합니다.[오븐 트레이, 망]오븐 트레이는 이케아가 답입니다. 최고의 가성비와 사이즈 구성. 인터넷 배송도 됩니다. 트레이가 작아서 아쉬울 때는 있어도 트레이가 커서 슬픈 적은 없습니다. 무조건 오븐에 들어가는 최대 크기로 사세요.음식을 트레이에서 띄워놓는 그릴은 '밧드망', '식힘망'을 검색하면 나옵니다. 고열을 견뎌야하니 반드시 스테인리스 100%인지 확인하고 구입하세요.[일반 코팅팬이 아닌 고급팬을 쓰는 이유]열전도, 열보관이 좋아서 음식 맛의 원천이 되는 시어링, 마이야르반응, 캐러멜라이제이션이 빠르고 효과적으로 됩니다.[구리팬, 스테인리스팬 설거지]베이킹 소다니 과탄산수소니 정말 많이 시도해봤는데, 결국 굴복하고 전용세제 '아스토니쉬 찌든때 클리너 프로실버'를 사용하고 있습니다. 구리의 핑크색은 '와이만 쿠퍼 크림' 사용합니다.[온도계]블루투스 무선 온도계 https://amzn.to/2DhbwRM와이어형 온도계 : https://bit.ly/38QkvrJ (비매품이라 정보만 링크)저는 시청자분들의 이목을 끌고자 위 제품을 구입했지만 온도 측정이라는 단순 용도에 비해 엄청 비쌉니다. 아래 제품들을 추천드립니다.https://bit.ly/39w2RZAhttps://bit.ly/3gAcdrP[시어잘(SEARZALL)]시어잘은 엄밀히 말하면 그릇 모양 화구만을 말합니다.시어잘, 용접용 고급 토치, 미국 규격 프로판 가스 3가지가 전부 있어야 합니다.시어잘 https://amzn.to/33mKaEuBernzomatic TS8000 토치 https://amzn.to/2XNnyM8US 프로판가스 https://bit.ly/33hBPBS※ 한국 부탄가스 안 됩니다.저는 시청자분들의 이목을 끌고자 이 제품을 구입했지만, 저처럼 대형 조리를 자주하시는 분이 아니면 1만원 이하 캠핑용 토치 등을 추천드립니다.[고기 구입처]제 영상 인트로가 고기 구입처입니다. 링크는 공유하지 않습니다.[영상 찍고 남은 많은 고기 어떻게 하나요?]잔반 처리하듯 며칠에 걸쳐서 전자레인지 돌려 먹습니다.저는 고기는 일단 푸짐해보여야 보여야한다고 생각해서 4인분 이상 만듭니다.[촬영]카메라 : 파나소닉 Lumix DC-GF10렌즈 : 파나소닉 Lumix G 25mm f/1.7 ASPH캠코더 : Sony FDR-AX40마이크(나레이션) : JTUM-200레코더(조리,시식) : Sony ICD-TX650편집 : 프리미어프로[BGM]All Background Music by LAKEY INSPIRED https://bit.ly/2qCZf7z",https://www.youtube.com/watch?v=6XvCJzNhBeo,2020-10-04
1960,EB-3W9q20tY,24시간동안 무겁게 살기 VS 가볍게 살기!! 하루종일 30kg를 들고 산다면?!,2020-10-04 09:00:02,UClzB2iZ5jPoTNz0S-QU6Wiw,파뿌리,24,2020-10-13 00:00:00,파뿌리|예능|게임|GAME|오락|버라이어티|variety|웹예능|플레이,1256089,17946,893,5270,https://i.ytimg.com/vi/EB-3W9q20tY/default.jpg,False,False,"※ 노랭이 PD : 처절하다※ 강호이 : 간절하다※ 진렬이 : 뇌절하다 파뿌리 채널 구독하기 ☞ https://url.kr/IPn4hC상경한 세 남자의 유쾌한 매력에 빠져보세요!!파뿌리24 영상 몰아보기 ☞ https://url.kr/SDQwbZ 복층라이프 몰아보기 ☞ https://url.kr/w3lLgh파뿌리 저가락 몰아보기 ☞ https://url.kr/5IUCuO슈퍼푸드보이 몰아보기 ☞ https://url.kr/JEGKBi랜덤챌린지 몰아보기 ☞ https://url.kr/iK3q9R퀴즈먹방 몰아보기 ☞ https://url.kr/QXLzIP뿌이로그 몰아보기  ☞ https://url.kr/M9DVLH1분 리뷰 몰아보기 ☞ https://url.kr/nufm3C[이메일] 콘텐츠요청, 팬 아트, 보내주고픈 말들 : popfree@sandboxnetwork.net[팬사서함] 서울특별시 강남구 테헤란로 518 15층 샌드박스 네트워크 받는 사람명 - 파뿌리",https://www.youtube.com/watch?v=EB-3W9q20tY,2020-10-04
1961,GUW2D9k0cVU,Acting (With Heize) (연기 (With 헤이즈)),2020-10-04 09:07:18,UCMRvw9TUJB5m32YPrxLu7ag,GIRIBOY - Topic,10,2020-10-11 00:00:00,GIRIBOY|기리보이|Heize|헤이즈|Like A Film : 4 Songs|영화같게|Acting (With Heize)|연기 (With 헤이즈),123875,1276,35,32,https://i.ytimg.com/vi/GUW2D9k0cVU/default.jpg,False,False,"Provided to YouTube by Loen Entertainment IncActing (With Heize) (연기 (With 헤이즈)) · GIRIBOY · HeizeLike A Film : 4 Songs℗ 2020 Linchpin Music Corp.,under license to Kakao M Corp.Released on: 2020-10-04Author: 기리보이Author: 헤이즈 (Heize)Composer: 기리보이Composer: 바이빈 (vibin)Composer: 헤이즈 (Heize)Arranger: 기리보이Arranger: 바이빈 (vibin)Arranger: GLEAMAuto-generated by YouTube.",https://www.youtube.com/watch?v=GUW2D9k0cVU,2020-10-04
1962,m4nl_IKdrqU,어몽어스 애니메이션 - 컨셉충,2020-10-04 09:11:40,UC-60AlFBYJEoItr-u-tQXbw,배화,1,2020-10-13 00:00:00,#어몽어스|#애니메이션,1105132,18963,519,2604,https://i.ytimg.com/vi/m4nl_IKdrqU/default.jpg,False,False,하지만 맘에들어인스타그램: https://www.instagram.com/bae_hwa/?hl=ko메일문의: baehwahwa@gmail.com,https://www.youtube.com/watch?v=m4nl_IKdrqU,2020-10-04
1963,asfsR1cXpho,히트곡 🎶땡벌 작곡가 나훈아가 강진에게 받은 작곡료는 얼마?!   [가요힛트쏭],2020-10-04 09:45:37,UCp3Vy7dFjIheDLbMekpdMQw,KBS 같이삽시다,24,2020-10-12 00:00:00,같이 삽시다|KBS|시니어채널|KBS 시니어채널|시니어|트로트|박원숙|김영란|혜정|박준금|50대|60대|40대|이혼|결혼|황혼|중년배우|중년|문숙|혜은이,582734,7032,265,323,https://i.ytimg.com/vi/asfsR1cXpho/default.jpg,False,False,,https://www.youtube.com/watch?v=asfsR1cXpho,2020-10-04
1965,C6ayFtmyBjQ,가짜사나이2 Ep.1 리뷰! 귀신 누군지 정확히 밝혀드립니다! (feat. 동기들을 가지고 축구 포지션 짜봄ㅋㅋ),2020-10-04 10:40:15,UCKgYRjFGgvj7aS8y4EhH2CA,꽁병지tv,17,2020-10-12 00:00:00,[None],1020561,23242,318,2372,https://i.ytimg.com/vi/C6ayFtmyBjQ/default.jpg,False,False,#김병지 #가짜사나이 #김계란2화도 기대된다...꽁병지TV 구독 바로가기 : https://bit.ly/378LkFm구독 & 좋아요 알림설정 필수!제휴 문의 : kkongtv706@gmail.com,https://www.youtube.com/watch?v=C6ayFtmyBjQ,2020-10-04
1967,z7acCD8uFfY,저체온증이 왜 무서운지 보여주는 특수전 훈련 l 가짜사나이2 Ep2,2020-10-04 11:00:10,UCdtRAcd3L_UpV4tMXCw63NQ,피지컬갤러리,17,2020-10-13 00:00:00,가짜사나이|가짜사나이2|무사트|UDT|줄리엔강|김병지|에이전트H|샘킴|특수부대,8429782,166941,4780,82636,https://i.ytimg.com/vi/z7acCD8uFfY/default.jpg,False,False,"#가짜사나이2 #무사트 #테라본 프로그램의 MUSAT 특별 훈련 과정은 특정한 목적을 가진 특수부대 등에서만 시행되며 안전 감독관, 전문 의료진 및 UDT/SEAL 출신의 MUSAT 교관들의 안전 통제하에 진행되었으며 모든 훈련은 사유지에서 진행되었습니다 .참가자들의 고통스러워하는 장면을 부담스러워하실수 있는 분들의 시청에 특별한 주의를 부탁드리며 절대 따라 하지 마시길 바랍니다.Do Not Attempt to Duplicate.유료 광고테라/왓챠/파워에이드/케토톱/레이지소사이어티/언더아머/농심 제품 협찬 및 제작지원현대자동차/GoPRO/DUCATI/OXK/올라이드/액션기어/코오롱스포츠/100%/금호타이어/알에프텔레콤 /COBO/BALLER/MUSATGEAR/Garmin 촬영사진기사bhotographer_영상 구성에 있어 컷을 혼용한 장면이 있습니다. 이 점 시청에 유의하시길 바랍니다 :)",https://www.youtube.com/watch?v=z7acCD8uFfY,2020-10-04
1969,Lr-Mj00qW6Q,가짜사나이2 1화리뷰.. 버블팝 해명하겠습니다..,2020-10-04 11:28:50,UCQ4eZwsMew7ZaV_HKXnQLGg,지기TV,17,2020-10-13 00:00:00,지기TV|운지기|지기리뷰|8번교육생|버블지기|피지컬갤러리|김계란|에이전트H|UDT|가짜사나이2|가짜사나이리뷰,737927,12561,272,2452,https://i.ytimg.com/vi/Lr-Mj00qW6Q/default.jpg,False,False,"구독,좋아요,댓글은 영상제작에 큰 힘이 됩니다!^^ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ*최저가 닭가슴살,다이어트식품  구매가능https://metree.co.kr/index/index.php?sponsor=100407493링크 클릭후 회원가입하시면 자동적으로 지기코드 입렵됩니다!-----------------------------------------------------------------------지기가 추천하는 간편한떡 '누구나할수있떡!'착한기업과 함께 수익금일부를 기부형식으로 하는 캠페인입니다^^https://m.smartstore.naver.com/dotori_siver/products/4820616203ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ*스폰.문의.광고) 지기이메일 : dirrnrdlqek@gmail.com                                                  (약국입다@쥐메일)* SNS/인스타그램(지기) https://www.instagram.com/jigitv91/*투네이션후원) https://toon.at/donate/636695594749923272 (영상제작에 사용됩니다!)#가짜사나이 #무사트 #버블팝Sneaky Snitch by Kevin MacLeodLink: https://incompetech.filmmusic.io/song/4384-sneaky-snitchLicense: http://creativecommons.org/licenses/by/4.0/Investigations by Kevin MacLeodLink: https://incompetech.filmmusic.io/song/3924-investigationsLicense: http://creativecommons.org/licenses/by/4.0/Hall of the Mountain King Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0 Licensehttp://creativecommons.org/licenses/by/3.0/이 노래를 무료로 모든 동영상에 사용할 수 있지만 동영상 설명에 다음을 포함해야 합니다.Kevin MacLeod의 Anxiety - Madness Paranoia은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100328아티스트: http://incompetech.com/이 노래를 무료로 모든 동영상에 사용할 수 있지만 동영상 설명에 다음을 포함해야 합니다.Kevin MacLeod의 Hidden Agenda은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1200102아티스트: http://incompetech.com/Scheming Weasel (faster version) by Kevin MacLeodLink: https://incompetech.filmmusic.io/song/4326-scheming-weasel-faster-version-License: http://creativecommons.org/licenses/by/4.0/Sneaky Snitch by Kevin MacLeodLink: https://incompetech.filmmusic.io/song/4384-sneaky-snitchLicense: http://creativecommons.org/licenses/by/4.0/",https://www.youtube.com/watch?v=Lr-Mj00qW6Q,2020-10-04
